,data_clean,created_at,location,sentimen
4237,jeng jeng jenggg jeng jenggg musik kejut,2021-11-22,Indonesia,Negatif
4238,ciduk cc,2021-12-30,"Pearland, TX",Negatif
4239,tes wawas bangsa twk tes kompetensi tes seleksi undang undang putus maka peg komisi berantas korupsi aparatur sipil negara sifat alih rugi pegawai komisi berantas korupsi singkir peg tangan,2021-05-11,"Jakarta Utara, DKI Jakarta",Negatif
4240,presiden arah oknum pimp komisi berantas korupsi otot singkir pegawai komisi berantas korupsi justifikasi twk duga by design tahap lemah komisi berantas korupsi harap masyarakat juang tahap laku,2021-05-25,"Jakarta Utara, DKI Jakarta",Negatif
4241,gara tentu pilih lokasi sirkuit formula penuh penting siluman ujung piara lapar dadak hewan lapar siluman panjul kenyang penuh drama even fe paham main amilih diam,2021-12-30,Indonesia,Negatif
4242,komisi berantas korupsi selidik duga komitmen fee laksana formula,2021-12-30,"Jakarta, Indonesia",Negatif
4243,ribu twit anti sumber informasi harga gali,2021-12-30,"Pearland, TX",Negatif
4244,tipu masuk akal pidato bipang sengaja alih perhati tdhp isu sensitif tenaga kerja asing cina bebas masuk smtr rakyat larang gerak isu tes bangsa pegawai komisi berantas korupsi luka asa umat islam,2021-05-08,,Negatif
4245,ada kabar novel baswedan puluh pegawai dipecatjika berita presiden jokowi langgar revolusi mental ideologi politik gagas selamat kuat komisi berantas korupsi inti utama revolusi mental,2021-05-04,Nusa Tenggara Timur,Negatif
4246,orang gila cc,2021-12-30,"Pearland, TX",Positif
4247,kenal nama pimpin komisi berantas korupsi alexander marwata,2021-12-02,Indonesia,Negatif
4248,pecat bungkus twk komisi berantas korupsi titik pecat instansi,2021-06-01,,Negatif
4249,an korupsi an abai alas tes dna bukti iman mana negara mana wibawa perintah pusat negara hadir,2021-12-30,"Pearland, TX",Negatif
4250,gampang kelabu federation of international football association banding kelabu komisi berantas korupsi,2021-07-22,Ngadi King of The South,Negatif
4251,dukung langkah adhie massardi komisi berantas korupsi bela rakyat berani usut duga korupsi ahok covid kamis desember ada tinggal raya bakar di rumah bismillah malam jumat malam jumat,2021-12-30,,Negatif
4252,komisi berantas korupsi kerja makan gaji buta,2021-12-30,Indonesia Raya,Negatif
4253,mari muncul bohong pimpin ada mobil esemka utang impor jabat kuat komisi berantas korupsi ekonomi roket dan terus,2021-09-21,,Negatif
4254,puas kali ya pecat kerja bas ada nyata mirip lembaga komisi berantas korupsi benerbener akan derita sekali juang berantas korupsi pikir gaji abdi,2021-09-21,Jakarta ,Negatif
4255,kemarin kawan resmi henti hormat komisi berantas korupsi alhamdulillah henti tinggal legasi prestasi tindak cegah ampmanajemen sumber daya manusia hebat buat tercelapelanggar etik kepala tegak jaga integritas,2021-10-01,"Jakarta Utara, DKI Jakarta",Negatif
4256,plot twist ketangkep ott komisi berantas korupsi,2021-12-30,,Negatif
4257,gratifikasi cc,2021-12-30,"Pearland, TX",Negatif
4258,facebook hasil twk lulus lulus fakta facebook paksa ada twk hasil sembunyi licik singkir pegawai komisi berantas korupsi berantas korupsi jujur citra bohong,2021-06-14,"Jakarta Utara, DKI Jakarta",Negatif
4259,status pegawai komisi berantas korupsi pikir salah pegawai singkir twk eskalasi cepat ubah jetcoaster dunia panggung sandiwara cerita mudah ubah,2021-09-29,Yogyakarta,Negatif
4260,fungsi komisi berantas korupsi rakyat lapor duga korupsi ahok susah,2021-12-30,,Negatif
4261,oke oke nasib naturalisasi akrab normalisasi uang muka rumah nol kena komisi berantas korupsi else,2021-03-09,,Negatif
4262,rilis sp komisi berantas korupsi samsul nursalim itjih bantu likuiditas bank indonesia konpres komisi berantas korupsi tanggal pancing riuh sp konsekuensi vonis pidana perintah tagih buru aset hutang perdata kait bantu likuiditas bank indonesia rupiah,2021-04-08,Jakarta,Negatif
4263,teman habis layan debat buzzer bela twk komisi berantas korupsi ada guna,2021-05-12,Jakarta,Negatif
4264,slank dukung mana ya,2021-05-12,Indonesia ,Negatif
4265,kubur mantan juru bicara johan budi ya,2021-05-05,,Negatif
4266,pimp komisi berantas korupsi jabat utama besok lusa laks raker hotel seraton yogyakarta lanjut jumat pagi acara sepeda santai start mapolsek semplak warung kopi kali urang yogyakarta etis tidak sih tengah pandemi sulit ada acara,2021-10-27,"Jakarta Utara, DKI Jakarta",Negatif
4267,tinggal tokoh tegak hukum penuh integritras mantan hakim agung artidjo alkostar jabat salah anggota dewan awas komisi berantas korupsi wafat siang minggu inna lil wah ini ilaihi raji uji nasional allahumma ighfir lahu,2021-02-28,Jakarta,Negatif
4268,puan maharani seret korupsi bansos benny harman komisi berantas korupsi berani,2021-01-25,Indonesia,Negatif
4269,bela yakin gubernur iman,2021-12-30,"Pearland, TX",Negatif
4270,pantessss kemarin ada marah terus kerja,2021-07-12,Indonesia,Negatif
4271,twk alat singkir pegawai komisi berantas korupsi kritis integritas upaya mati komisi berantas korupsi alas utama peg protes upaya mati komisi berantas korupsi lawan berantas korupsi harap masyarakat ironi pimp komisi berantas korupsi,2021-05-15,"Jakarta Utara, DKI Jakarta",Negatif
4272,pikir presiden jokowi lindung kuat komisi berantas korupsi angkat prof mahfud md menkopolhukam periode presiden jokowi kira meleset tangan dua komisi berantas korupsi mati kutu,2021-05-26,Nusa Tenggara Timur,Negatif
4273,novel otot masuk komisi berantas korupsi kerah mahasewa demo di luar lindung sepupu,2021-09-25,Indonesia,Negatif
4274,kawankawan komisi berantas korupsi militan uji kuat parlemen kader jabat presiden jaga juang berantas korupsi ancam tunggu kuat demokrat,2021-05-31,,Negatif
4275,rumit usut megasuap bupati hsu abdul wahid pengambilalihan aset komisi berantas korupsi sibuk mangkir salah saksi,2021-12-30,,Negatif
4276,icw tantang jaksa komisi berantas korupsi tuntut juliari batubara penjara umur hidup korupsi bansos covid,2021-07-28,Indonesia,Negatif
4277,maju komisi berantas korupsi lelah,2021-12-30,"Nangro Aceh Darussalam, Indone",Negatif
4278,mari ucap selamat sp korupsi komisi berantas korupsi undang undang komisi berantas korupsi hasil revisi komisi berantas korupsi,2021-04-01,"Yogyakarta, Indonesia",Negatif
4279,sumpah setia pancasila undang undang dasar selesai polemik novel baswedan dan kawan kawan ngelamar pegawai sila lowong office boy buka lebar,2021-06-01,Indonesia,Negatif
4280,isi komisi berantas korupsi ganti orang ahok,2021-12-30,Medan indonesia,Negatif
4281,ada gubernur tanding ada main pleciden an ada komisi berantas korupsi darurat ajar moral ada mirip anak mirip manja terima kalah main,2021-09-25,Indonesia,Negatif
4282,kumpul orangorang kaget diri komisi berantas korupsi,2021-12-30,"Ternate, Indonesia ",Negatif
4283,harun mas hilang ikut truk alat bukti komisi berantas korupsi hilang didik pancasila hilang hilang,2021-04-18,,Negatif
4284,isu radikal talib isu semat musuh orang komisi berantas korupsi isu hasil stigma ganggu kerja berantas korupsi jelas video simak,2021-05-26,"Jakarta Utara, DKI Jakarta",Negatif
4285,presiden pegawai komisi berantas korupsi tidak pecat pecat presiden polisi tidak nangkapin buat mural poster protes polisi nangkapin tidak dengar presiden ya,2021-09-16,"ÜT: -6.2244735,106.8299605",Negatif
4286,komisi berantas korupsi baik perthankan,2021-12-30,"Nangro Aceh Darussalam, Indone",Negatif
4287,guru desak twk komisi berantas korupsi batal azyumardi tes problem serius,2021-05-16,Indonesia,Negatif
4288,saran solusi presiden laksana komitmen orang janji kuat komisi berantas korupsi utang henti impor buka lapang kerja juta sulit investor asing ekonomi roket kuasa produk negeri esemka beres,2021-05-15,,Negatif
4289,data lapor cek komisi berantas korupsi valid gibran kaesang cuci uang jokowi mania main lapor simpul lapor bohong lebih baik tunggu hasil kece komisi berantas korupsi bohong gas lapor,2022-01-13,"DKI Jakarta, Indonesia",Negatif
4290,uji adil betapa cepat nya putus setop lapor,2022-10-06,,Negatif
4291,haryadi tangkap komisi berantas korupsi ya,2022-06-03,Ngadi King of The South,Negatif
4292,novariza salah mantan pegawai komisi berantas korupsi baik singkir twk lulus puji cum laude magister fakultas hukum universitas indonesia aparatur sipil negara polisi republik indonesia hakim advokat lolos tahap seleksi hakim agung komisioner ojk dan lain lain,2022-02-05,Indonesia,Negatif
4293,orang jujur frame tiga orang takut maling anggar laku lebih bayar terima setor jabat integritas uji komisi berantas korupsi harga tinggi integritas maju orang jujur,2022-10-08,"DKI Jakarta, Indonesia",Negatif
4294,alangkah baik suruh ajudan beli tiket panitia laksana undang kait wali kota wakil ketua dewan wakil rakyat daerah kadispora dan lain lain sop standar event simpel sekali wali tinggal lapor undang barang gratifikasi komisi berantas korupsi,2022-08-30,Ngadi King of The South,Negatif
4295,basuki thahaja purnama komisi berantas korupsi bawa massa bayar intimidasi wartawan ada pasu nasi bungkus teriak di depan komisi berantas korupsi beda tarung sejati mental kecut,2022-09-07,"DKI Jakarta, Indonesia",Negatif
4296,komisi berantas korupsi tolong sita asa,2022-02-24,emailnyausai@gmail.com,Negatif
4297,sangka duga korupsi lahan sawit nila rupiah triliun surya darmadi batal periksa komisi berantas korupsi alas sakit rawat icu rumah sakit adhyaksa surya jadwal jalan periksa komisi berantas korupsi jumat agustus,2022-08-19,,Negatif
4298,komisi berantas korupsi kopi pulang kerja fun fact first time asli kali minum kopi di sini sekali rumah ngelewatin recomended tepi kota coffee kalibening salatiga,2022-12-30,"Salatiga , Jawa Tengah",Negatif
4299,anies bawa mic komisi berantas korupsi cebong buzzerp surup gilir sih apeng heboh bawa kabur duit negara triliun diam dasar saraf jepit,2022-09-08,"Bima Sakti, Bumi, Indonesia",Negatif
4300,alat sadap canggih milik komisi berantas korupsi atis audio telecommunication internasional sistem harga fantastis puluh milyar alat laku lacak harun mas,2022-05-19,"Cina, Indonesia",Negatif
4301,by the way nih panggil komisi berantas korupsi,2022-03-26,"DKI Jakarta, Indonesia",Negatif
4302,ada temu komisi berantas korupsi pensiun jabat perintah provinsi daerah khusus ibukota tindak,2022-12-30,Di mana saja,Negatif
4303,wp ketua kelas bendahara tidak ada sekolah ada komisi berantas korupsi kena ott wkwk,2022-12-30,,Negatif
4304,lembaga tega hukum nama komisi berantas korupsi kali malam di sana masyarakat bela komisioner perilaku,2022-10-01,,Negatif
4305,formula pakai dana anggar dapat dan belanja daerah anggap langgar anies panggil komisi berantas korupsi motto gp pakai dana anggar dapat dan belanja negara aneh jokowi panggil komisi berantas korupsi warganet asa tolol goblok di atas muka bumi ya,2022-10-02,"Bima Sakti, Bumi, Indonesia",Positif
4306,ketua viral masak nasi goreng helikopter firli rilis lagu hymne mars komisi berantas korupsi cipta istri harga istri sungguh prestasi baik guys tuju sih,2022-02-17,,Negatif
4307,viral periksa komisi berantas korupsi anies sambut awak media bak presiden menang pilih presiden warganet kali temu pimpin super keren,2022-09-07,"Bima Sakti, Bumi, Indonesia",Negatif
4308,sangkut korupsi club sepak bola milik anak presiden buru putus kontrak wilmar tampak duga kkn kabar lapor duo anak presiden komisi berantas korupsi,2022-04-21,,Negatif
4309,menteri sosial angkat jokowi tangkap komisi berantas korupsi seleweng uang rakyat ada teriak bubar kemensos,2022-07-06,,Negatif
4310,masyaallah penuh undang komisi berantas korupsi periksa jam anies baswedan langsung hadir istighosah doa yayasan yatim daarul rahman tuju presiden indonesia tunjuk pesona guys,2022-09-07,"DKI Jakarta, Indonesia",Negatif
4311,alat bukti tampak di depan mata tinggal gantung calon presiden mirip,2022-12-30,"Bima Sakti, Bumi, Indonesia",Negatif
4312,ajang formula sukses aku dunia hadir bantu komisi berantas korupsi patah isu murah duga korupsi goreng habishabisan jegal anies anies bukti bersih retweet guys biar buzzer kelojot,2022-09-07,,Negatif
4313,good job,2022-12-30,"DKI Jakarta, Indonesia",Negatif
4314,komisi berantas korupsi naik status formula tahap sidi,2022-12-30,"DKI Jakarta, Indonesia",Negatif
4315,raja of komisi berantas korupsi raja of pakistan,2022-12-30,,Negatif
4316,swat shangla tap komisi berantas korupsi pakistan,2022-12-30,,Negatif
4317,mashallah cinta pakistan komisi berantas korupsi swat,2022-12-30,,Negatif
4318,tokoh komisi berantas korupsi turun gunung bela anies lawan upaya kriminalisasi formula sila rakyat nilai,2022-10-10,,Negatif
4319,rektor unila jabat wakil ketua urus wilayah nahdlatul ulama lampung ciduk komisi berantas korupsi kiyai paham agama guru jaga moral bangsa jerembap kubang korupsi buzzer purapura budek,2022-08-20,,Negatif
4320,nya guna dana baznas anggar dapat dan belanja daerah program pugar rumah kader partai demokrasi indonesia juang rangka partai demokrasi indonesia juang canang gubernur jawa masuk penyalahgunaan wewenang pasal undang undang nomor,2022-12-30,"Klaten, Jawa Tengah",Negatif
4321,negara lindung angelina sondakh saksi wajib lindung bongkar rahasia mega korupsi ungkap,2022-04-01,Indonesia,Negatif
4322,oh periksa nya hilang samber petir halo komisi berantas korupsi,2022-12-02,,Negatif
4323,ada lapor biaya moto gp dana anggar dapat dan belanja negara proses komisi berantas korupsi warganet ya keluar dana anggar dapat dan belanja negara nya anies iya iya iya,2022-10-07,"Bima Sakti, Bumi, Indonesia",Positif
4324,demokrat sorot nyata luhut kait ott komisi berantas korupsi,2022-12-30,,Negatif
4325,rektor muda mantan menteri didik dan budaya ketua komisi etik komisi berantas korupsi diri indonesia ajar aktivis mahasiswa gubernur prestasi pilih rambut hitam rekam jejak gemilang sila retweet,2022-11-27,,Negatif
4326,halaman rumah bupati nama terbit perangin angin lembaga swadaya masyarakat migrant care duga budak modern wujud kerangkeng siksa kerja sawit,2022-01-24,Indonesia,Negatif
4327,komisi berantas korupsi government kakak ghareebo mazak,2022-12-30,"Karachi, Pakistan",Negatif
4328,demokrat sorot nyata luhut kait ott komisi berantas korupsi,2022-12-30,,Negatif
4329,lapor komisi berantas korupsi ada duga tindak pidana cuci uang gibran kaesang,2022-01-12,"DKI Jakarta, Indonesia",Positif
4330,do komisi berantas korupsi,2022-12-30,,Negatif
4331,demokrat sorot nyata luhut kait ott komisi berantas korupsi,2022-12-30,,Negatif
4332,lapor komisi berantas korupsi unggah instagram kaesang persis solo hilang,2022-01-11,Indonesia,Negatif
4333,rakyat erti revisi undang undang komisi berantas korupsi sah sidik prestasi pecat musuh lambungken,2022-10-01,,Negatif
4334,komisi berantas korupsi kan bukti mardani maming terima suap rupiah miliar izin usaha tambang,2022-07-21,Indonesia,Positif
4335,nglurug tanpo bolo menang ngasorake maju perang bawa pasu menang rendah lawan anies baswedan komisi berantas korupsi anies baswedan framing negatif kompas sejati negarawan,2022-09-09,Jakarta - indonesia,Negatif
4336,komisi berantas korupsi gelar seremoni raya himne resmi komisi berantas korupsi cipta istri sang ketua ardina safitri mantan pegawai komisi berantas korupsi aku speechless aksi firli,2022-02-17,Indonesia,Negatif
4337,langkah ketua sesuai harap praktik prof target fasalnya gampang cari,2022-10-01,,Negatif
4338,anggota komisi iii dewan wakil rakyat fraksi partai demokrat sorot duga seleweng bantu manusia kepala daerah cianjur jawa barat desak tegak hukum atensi informasi masyarakat kait duga simpang,2022-12-30,"Cirebon, Jawa Barat",Positif
4339,halo nyali tuan berani ya berani jujur hebat berani tangkap koruptor hebat cc,2022-12-30,Bumi  اَللّهُ ,Negatif
4340,bingung pilih jijik laku orang salah satu harga istri nama lembaga hormat,2022-02-17,North Korea,Negatif
4341,korupsi kaya korupsi menyalagunakan wewenang kuasa bangun rumah pribadi kader partai polisi republik indonesia tangkap sih,2022-12-30,Indonesia,Negatif
4342,duga langgar kode etik wakil ketua komisi berantas korupsi lili pintauli lapor ada duga terima fasilitas ajang moto gp sirkuit mandalika agustus lili langgar kode etik sanksi potong gaji,2022-04-15,"DKI Jakarta, Indonesia",Negatif
4343,ketua komisi berantas korupsi firli bahuri tengara desak satu tugas usut formula tetap anies baswedan sangka simak edisi baru klik,2022-10-01,Indonesia,Negatif
